Country,city,location,parameter_name,parameter_description,measurement_datetime,measurement_value,unit,Source Of Data Flow,Link to raw data (only E1a/validated data from AQ e-Reporting)
Bosnia and Herzegovina,ZENICA , RADAKOVO,O3,Ozone (air),11-12-22,12049.545,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0056A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TESANJ,,O3,Ozone (air),18-12-15,10.226,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),22-02-21,107.703,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-BA0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , RADAKOVO,O3,Ozone (air),09-09-13,21520.803,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0056A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TESANJ,,O3,Ozone (air),28-04-21,125.417,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),10-12-14,87.231,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0056A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TESANJ,,O3,Ozone (air),01-03-10,75.232,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),06-01-15,17.931,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TESANJ,,O3,Ozone (air),12-02-18,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),03-06-20,69.609,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0056A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TESANJ,,O3,Ozone (air),01-09-15,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),01-10-21,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TESANJ,,O3,Ozone (air),25-07-10,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),09-03-12,-0.789,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0056A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TESANJ,,O3,Ozone (air),12-12-12,14205.06,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2016&Year_to=2016&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),20-10-20,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TESANJ,,O3,Ozone (air),30-08-17,59.936,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),06-04-20,18223.141,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0056A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TESANJ,,NO2,Nitrogen dioxide (air),26-03-17,3.173,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),22-12-17,3723.209,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TESANJ,,NO2,Nitrogen dioxide (air),20-03-14,49.9,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),06-01-17,2,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),09-02-13,39.457,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TESANJ,,NO2,Nitrogen dioxide (air),26-08-21,49.9,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),12-02-12,20.766,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TESANJ,,O3,Ozone (air),02-05-15,8793.315,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2018&Year_to=2018&Station=STA-BA0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , RADAKOVO,NO2,Nitrogen dioxide (air),23-06-18,10.628,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),31-05-15,80.03,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TESANJ,,O3,Ozone (air),25-09-19,54.552,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , RADAKOVO,NOX as NO2,Nitrogen oxides (air),02-04-22,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),14-12-23,1.206,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0056A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TESANJ,,NO2,Nitrogen dioxide (air),23-08-22,19.502,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , RADAKOVO,CO,Carbon monoxide (air),08-09-21,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2019&Year_to=2019&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),10-10-19,34.191,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2021&Year_to=2021&Station=STA-BA0056A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,TESANJ,,NO2,Nitrogen dioxide (air),02-01-12,99.746,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,CO,Carbon monoxide (air),03-09-11,3.364,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2018&Year_to=2018&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),12-06-12,,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2018&Year_to=2018&Station=STA-BA0052A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,KAKANJ , DOBOJ,NO2,Nitrogen dioxide (air),19-03-14,15.485,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=8&Year_from=2018&Year_to=2018&Station=STA-BA0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , RADAKOVO,CO,Carbon monoxide (air),04-06-11,4.782,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2019&Year_to=2019&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),26-06-21,61.351,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2018&Year_to=2018&Station=STA-BA0052A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,KAKANJ , DOBOJ,NOX as NO2,Nitrogen oxides (air),08-06-20,22.522,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,CO,Carbon monoxide (air),27-12-20,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2018&Year_to=2018&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),27-03-14,61.351,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2018&Year_to=2018&Station=STA-BA0052A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,KAKANJ , DOBOJ,CO,Carbon monoxide (air),15-05-22,0.953,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2021&Year_to=2021&Station=STA-BA0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , RADAKOVO,CO,Carbon monoxide (air),25-01-18,0.32,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=10&Year_from=2016&Year_to=2016&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),25-12-17,760.74,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0052A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,KAKANJ , DOBOJ,NO,Nitrogen monoxide (air),03-08-23,260.891,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , RADAKOVO,SO2,Sulphur dioxide (air),11-01-18,0,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2018&Year_to=2018&Station=STA-BA0052A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,KAKANJ , DOBOJ,SO2,Sulphur dioxide (air),31-12-13,23.772,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,NO,Nitrogen monoxide (air),02-05-11,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),18-06-13,364.298,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2020&Year_to=2020&Station=STA-BA0052A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,KAKANJ , DOBOJ,SO2,Sulphur dioxide (air),16-07-21,38,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,PM10,Particulate matter < 10 µm (aerosol),06-11-11,,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA-BA0052A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,KAKANJ , DOBOJ,PM10,Particulate matter < 10 µm (aerosol),21-02-13,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,PM10,Particulate matter < 10 µm (aerosol),14-06-17,4.639,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA-BA0051A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , VRANDUK,PM10,Particulate matter < 10 µm (aerosol),06-05-16,175.958,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-BA0052A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,KAKANJ , DOBOJ,PM2.5,Particulate matter < 2.5 µm (aerosol),24-03-12,4.281,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),07-12-22,31.913,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-BA0051A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , VRANDUK,PM10,Particulate matter < 10 µm (aerosol),05-12-18,50,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-BA0052A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,KAKANJ , DOBOJ,PM10,Particulate matter < 10 µm (aerosol),14-01-20,0.286,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,PM10,Particulate matter < 10 µm (aerosol),18-08-19,0.063,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,PM10,Particulate matter < 10 µm (aerosol),12-02-10,74.35,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,O3,Ozone (air),04-08-20,50.933,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,PM2.5,Particulate matter < 2.5 µm (aerosol),13-09-14,246.424,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2017&Year_to=2017&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),20-04-18,14425.808,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,O3,Ozone (air),23-10-16,76.009,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , VRANDUK,PM2.5,Particulate matter < 2.5 µm (aerosol),15-05-11,131.023,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2021&Year_to=2021&Station=STA-BA0051A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , VRANDUK,PM2.5,Particulate matter < 2.5 µm (aerosol),16-07-12,29.598,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2021&Year_to=2021&Station=STA-BA0041A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),07-09-10,53.695,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0052A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,KAKANJ , DOBOJ,PM2.5,Particulate matter < 2.5 µm (aerosol),10-11-17,33.969,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=6001&Year_from=2021&Year_to=2021&Station=STA-BA0051A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,ZENICA , VRANDUK,PM2.5,Particulate matter < 2.5 µm (aerosol),18-05-17,22.848,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),30-11-19,112.429,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0052A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,KAKANJ , DOBOJ,SO2,Sulphur dioxide (air),21-07-22,155.441,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,MAGLAJ,,PM2.5,Particulate matter < 2.5 µm (aerosol),01-07-16,23.428,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),04-03-19,104.773,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,SO2,Sulphur dioxide (air),24-05-20,3.834,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0054A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,MAGLAJ,,SO2,Sulphur dioxide (air),12-07-14,13.918,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LIVNO,,O3,Ozone (air),04-01-16,53.952,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0052A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,KAKANJ , DOBOJ,SO2,Sulphur dioxide (air),05-12-16,194.333,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,MAGLAJ,,O3,Ozone (air),25-07-15,53.129,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,KAKANJ , DOBOJ,SO2,Sulphur dioxide (air),19-04-12,2.919,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=1&Year_from=2021&Year_to=2021&Station=STA-BA0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,LIVNO,,PM10,Particulate matter < 10 µm (aerosol),01-03-20,41.005,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,MAGLAJ,,SO2,Sulphur dioxide (air),30-03-16,6.598,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,PM10,Particulate matter < 10 µm (aerosol),09-09-16,130.318,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA-BA0054A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,MAGLAJ,,SO2,Sulphur dioxide (air),06-12-20,11.088,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,PM10,Particulate matter < 10 µm (aerosol),26-01-23,3.739,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,MAGLAJ,,PM10,Particulate matter < 10 µm (aerosol),09-12-18,21.388,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,PM10,Particulate matter < 10 µm (aerosol),28-06-10,88.875,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,MAGLAJ,,PM10,Particulate matter < 10 µm (aerosol),15-05-13,54.172,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,LIVNO,,PM10,Particulate matter < 10 µm (aerosol),18-04-17,107.318,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA-BA0054A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
Bosnia and Herzegovina,MAGLAJ,,O3,Ozone (air),23-10-17,68.395,ug/m3,E1a/validated data AQ e-Reporting,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BA&CityName=&Pollutant=7&Year_from=2021&Year_to=2021&Station=STA-BA0057A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=
