Country,City,Location,Air Pollutant,Air Pollutant Description,Year,Air Pollution Level,Unit Of Air Pollution Level,Source Of Data Flow,Link to raw data (only E1a/validated data from AQ e-Reporting)
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,SO2,Sulphur dioxide (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2019,54.374,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,PM10,Particulate matter < 10 µm (aerosol),2016,208.541,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2020,6.177,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,PM10,Particulate matter < 10 µm (aerosol),2019,7.528,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2022,208.239,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,PM10,Particulate matter < 10 µm (aerosol),2017,0.066,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2016,9.645,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,PM10,Particulate matter < 10 µm (aerosol),2019,7.144,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2017,50.691,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,PM10,Particulate matter < 10 µm (aerosol),2023,44.527,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2021,82.213,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2018,50491.494,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2021,43.851,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2022,140.775,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2021,169.966,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2023,,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2022,52.534,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2018,23.667,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,O3,Ozone (air),2023,10.667,count,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2019,39409.119,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2019,88.25,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,NO2,Nitrogen dioxide (air),2023,15.441,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2018,38.894,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),2018,2.541,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,NO2,Nitrogen dioxide (air),2018,59.206,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2017,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,NO2,Nitrogen dioxide (air),2021,11.94,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),2023,12.32,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NOX as NO2,Nitrogen oxides (air),2022,18.33,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NOX as NO2,Nitrogen oxides (air),2023,0.414,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,NO,Nitrogen monoxide (air),2023,10.018,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO,Nitrogen monoxide (air),2022,102.73,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2020,8.117,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , HADZICI,SO2,Sulphur dioxide (air),2019,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2020,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2021,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,SO2,Sulphur dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2020,140.6,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2018,88.257,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,SO2,Sulphur dioxide (air),2018,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2018,7.714,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2023,89.718,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,SO2,Sulphur dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2021,31.218,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,CO,Carbon monoxide (air),2017,3.11,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,PM10,Particulate matter < 10 µm (aerosol),2022,36,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM2.5,Particulate matter < 2.5 µm (aerosol),2020,32.86,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2021,274.25,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,PM2.5,Particulate matter < 2.5 µm (aerosol),2016,2.163,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2019,0,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM2.5,Particulate matter < 2.5 µm (aerosol),2018,0.49,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,PM10,Particulate matter < 10 µm (aerosol),2016,77.672,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM2.5,Particulate matter < 2.5 µm (aerosol),2020,141.27,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2022,199.884,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,SO2,Sulphur dioxide (air),2020,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2020,145.91,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2017,35087.32,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,PM10,Particulate matter < 10 µm (aerosol),2021,67.417,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2022,51538.185,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2021,7.042,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,O3,Ozone (air),2021,15971.394,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),2020,96.96,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2017,31256.414,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,NO2,Nitrogen dioxide (air),2020,82.58,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2018,31775.926,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),2021,13.294,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,O3,Ozone (air),2021,31528.711,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2019,21.311,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2019,76.982,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,SO2,Sulphur dioxide (air),2021,30.833,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2016,138.965,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2022,152.427,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,O3,Ozone (air),2017,158.397,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2022,89.83,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2019,79.159,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,SO2,Sulphur dioxide (air),2018,104.092,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2017,75,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2017,14.268,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2022,88,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,SO2,Sulphur dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2018,136.249,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2019,338.924,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , VOGOSCA,O3,Ozone (air),2021,130.891,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,SO2,Sulphur dioxide (air),2020,222.395,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2022,190.246,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,SO2,Sulphur dioxide (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2023,66.521,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,SO2,Sulphur dioxide (air),2018,104.092,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),2019,0.004,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2018,414.125,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2016,43,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),2021,217.292,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,O3,Ozone (air),2020,5866.411,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2021,87.667,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,O3,Ozone (air),2016,47.463,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2020,7.333,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2023,81.884,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),2023,17.762,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),2023,26.584,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2018,37,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,NO2,Nitrogen dioxide (air),2023,60.126,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,PM10,Particulate matter < 10 µm (aerosol),2019,100,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2018,143.076,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),2022,70,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2017,0,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),2023,21.399,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),2020,-3,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,GORAZDE , RASADNIK,NO2,Nitrogen dioxide (air),2020,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2017,20.721,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),2019,32,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,NO2,Nitrogen dioxide (air),2022,17.419,ug/m3,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,PM10,Particulate matter < 10 µm (aerosol),2021,150.167,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,PM10,Particulate matter < 10 µm (aerosol),2019,50.711,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,TUZLA1 , MS2,NOX as NO2,Nitrogen oxides (air),2022,229.725,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2021,17.349,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,CO,Carbon monoxide (air),2021,2.652,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,O3,Ozone (air),2022,39.106,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZIVINICE , CENTAR,CO,Carbon monoxide (air),2022,3829.615,mg/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2020,78.583,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,CO,Carbon monoxide (air),2017,5.758,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2023,45.885,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,CO,Carbon monoxide (air),2021,2.987,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2020,-0.89,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,CO,Carbon monoxide (air),2016,1.956,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2020,64.108,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,CO,Carbon monoxide (air),2019,1.526,mg/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,O3,Ozone (air),2023,25359.747,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2021,0.204,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2018,35.01,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2016,69,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2018,6.366,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2023,19,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2018,31.448,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2022,417.2,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2023,43.424,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2018,0.03,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2023,40.448,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,SO2,Sulphur dioxide (air),2017,31.22,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,ZENICA , CENTAR,NO2,Nitrogen dioxide (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2021,157.258,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2022,0,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2022,103.964,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2016,2582.97,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NOX as NO2,Nitrogen oxides (air),2023,487.792,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2021,5505.163,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2017,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2016,6593.723,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2019,92.568,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2017,27.295,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2021,90.852,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2022,2,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2016,2.238,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2023,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2017,87.294,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2017,362.885,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2021,118.775,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2018,403.38,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2016,113.561,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2017,199.055,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2021,136.15,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2023,172.089,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2021,111.788,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2020,86.798,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2017,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2020,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2022,4,count,Mixed E1a/validated and E2a/UTD data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2021,2,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,O3,Ozone (air),2017,8508.906,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2019,91.711,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2022,21.11,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,SO2,Sulphur dioxide (air),2022,112.144,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2018,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,PM10,Particulate matter < 10 µm (aerosol),2018,72.656,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2022,0,count,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2021,78.553,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,NO2,Nitrogen dioxide (air),2018,155.8,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2018,19.913,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,PM10,Particulate matter < 10 µm (aerosol),2020,49.38,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2016,26.27,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,PM10,Particulate matter < 10 µm (aerosol),2020,236.444,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2021,22.955,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,BROD,RAFINERIJA,PM10,Particulate matter < 10 µm (aerosol),2017,167,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2022,156.294,ug/m3,E2a/UTD AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2018,433.043,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2018,3,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2020,95.663,ug/m3,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,NO2,Nitrogen dioxide (air),2020,0,count,E1a/validated data AQ e-Reporting,
Bosnia and Herzegovina,SARAJEVO , OTOKA,PM10,Particulate matter < 10 µm (aerosol),2023,81.682,ug/m3,E2a/UTD AQ e-Reporting,
